Wall time,Step,Value
1730224456.3302388,160500,0.7573165893554688
1730224472.7574599,161000,0.7583359479904175
1730224484.7283642,161500,0.7655244469642639
1730224501.1467135,162000,0.7506851553916931
1730224513.0620434,162500,0.7687678337097168
1730224529.7150242,163000,0.785348117351532
1730224541.7318666,163500,0.7511547803878784
1730224558.2042878,164000,0.7665278911590576
1730224570.1326985,164500,0.7572438716888428
1730224586.5385125,165000,0.760534942150116
1730224598.4255128,165500,0.754216194152832
1730224614.9111562,166000,0.7615944743156433
1730224626.8300836,166500,0.7668371796607971
1730224643.269324,167000,0.7607039213180542
1730224655.2203724,167500,0.7559884190559387
1730224671.72432,168000,0.7408289313316345
1730224683.6368954,168500,0.7552147507667542
1730224700.2490416,169000,0.7436779141426086
1730224712.2030692,169500,0.7591468095779419
1730224728.68461,170000,0.7374594211578369
1730224740.6236851,170500,0.740785539150238
1730224757.068464,171000,0.7438395619392395
1730224769.029404,171500,0.774318277835846
1730224785.7263417,172000,0.7633204460144043
1730224797.6349964,172500,0.7353617548942566
1730224814.0687826,173000,0.7581417560577393
1730224826.0689912,173500,0.760788083076477
1730224842.5194128,174000,0.7623286247253418
1730224854.620564,174500,0.7771077156066895
1730224871.380174,175000,0.7581204175949097
1730224883.3240116,175500,0.7608467936515808
1730224899.8419216,176000,0.7536295056343079
1730224911.851449,176500,0.7543405294418335
1730224928.3633654,177000,0.7647741436958313
1730224940.351216,177500,0.7654297947883606
1730224956.8468733,178000,0.7592159509658813
1730224968.857075,178500,0.7471580505371094
1730224985.2529707,179000,0.7627634406089783
1730224997.1683445,179500,0.7608282566070557
1730225013.6845028,180000,0.7638674974441528
1730225025.7068427,180500,0.7498891353607178
1730225042.3418553,181000,0.7580997347831726
1730225054.3958924,181500,0.7643995881080627
1730225070.8572197,182000,0.7621148228645325
1730225082.7648752,182500,0.7599273324012756
1730225099.258569,183000,0.7433801293373108
1730225111.2338974,183500,0.7518173456192017
1730225127.7008977,184000,0.7559374570846558
1730225139.7534933,184500,0.7642139196395874
1730225156.3267057,185000,0.7695147395133972
1730225168.363153,185500,0.7643397450447083
1730225184.9579093,186000,0.7604310512542725
1730225196.9048185,186500,0.7614963054656982
1730225213.6298244,187000,0.7620207667350769
1730225225.6327918,187500,0.7675853967666626
1730225242.160082,188000,0.7563599348068237
1730225254.1126776,188500,0.758237361907959
1730225270.7449517,189000,0.7372035384178162
1730225282.748979,189500,0.7638227939605713
1730225299.2467425,190000,0.7626979351043701
1730225311.1920044,190500,0.7599918842315674
1730225327.6655226,191000,0.7448321580886841
1730225339.6054327,191500,0.7548816800117493
1730225356.0747638,192000,0.764349102973938
1730225368.041227,192500,0.7549340128898621
1730225384.7347312,193000,0.7689313292503357
1730225396.772861,193500,0.7573918700218201
1730225413.3388293,194000,0.7806074619293213
1730225425.3297021,194500,0.7642753720283508
1730225441.772304,195000,0.7566739320755005
1730225453.782865,195500,0.7710578441619873
1730225470.3409047,196000,0.7516329884529114
1730225482.311073,196500,0.757442057132721
1730225498.792108,197000,0.7593106627464294
1730225510.8463297,197500,0.763723611831665
1730225527.348229,198000,0.7621628046035767
1730225539.35393,198500,0.7604156136512756
1730225556.0844245,199000,0.7498100399971008
1730225568.0650647,199500,0.7798424363136292
1730225584.5334806,200000,0.756804347038269
